Date,Business Activity NSA,Business Activity SA,New Sales Orders NSA,New Sales Orders SA,Backlog of Sales Orders NSA,Inventories NSA,Inventories SA,Suppliers Performance NSA (not inverted),Suppliers Performance SA (inverted),Prices NSA,Employment NSA,Employment SA,Purchasing Commitments NSA,Exp. Business Conditions NSA,PMI NSA,PMI SA
30/09/2007,54.72972973,49.52856808,57.43243243,52.49056629,45.89041096,59.45945946,54.68419658,47.97297297,51.636621,82.43243243,52.7027027,51.39548166,59.5890411,60.13513514,55.27027027,51.94708672
31/08/2007,51.82926829,51.80826279,56.79012346,55.71505842,46.2962963,59.75609756,56.53893105,53.75,49.14317507,79.26829268,58.53658537,58.65422892,57.31707317,65.24390244,54.63241494,54.37193125
31/07/2007,54.49438202,58.57317914,57.30337079,60.35631828,45.45454545,58.88888889,61.70003557,48.88888889,52.02357353,81.66666667,52.80898876,53.99370079,52.80898876,68.33333333,54.92134831,57.32936146
30/06/2007,55.17241379,57.67662999,53.44827586,56.30561736,41.27906977,51.72413793,57.58671942,43.75,54.53210661,84.65909091,54.59770115,55.42171925,51.13636364,65.90909091,54.23850575,56.30455853
31/05/2007,56.4516129,58.04674563,56.52173913,58.48237473,48.91304348,58.06451613,61.05895546,45.69892473,54.70540249,81.1827957,52.1978022,52.7621249,56.4516129,67.74193548,55.50734913,57.01112064
30/04/2007,54.9382716,60.46536083,53.75,58.83554397,45.56962025,59.25925926,61.86595748,46.91358025,53.48170107,80.24691358,51.25,54.64861644,54.9382716,69.375,54.45679012,57.85943596
31/03/2007,61.03896104,62.01777005,62.33766234,64.92006751,51.94805195,57.14285714,58.48535316,46.1038961,54.88955935,76.62337662,56.57894737,56.42109306,59.09090909,66.02564103,58.19890636,59.34676863
28/02/2007,59.87654321,61.52855518,60.36585366,65.56877943,51.2345679,56.70731707,60.0560866,48.7804878,51.36351898,73.7804878,56.70731707,57.08597095,62.80487805,71.51898734,56.97530864,59.12058223
31/01/2007,48.57142857,61.34472722,51.42857143,60.68211858,54.47761194,56.33802817,63.96147411,47.88732394,51.82395316,76.76056338,47.85714286,50.3886848,62.14285714,67.91044776,51.26156942,57.64019157
31/12/2006,59.67741935,56.25476112,61.29032258,57.00422033,48.38709677,59.52380952,57.06389063,43.65079365,53.69688772,73.38709677,54.83870968,52.80411589,55.55555556,65.07936508,58.3358935,55.36477514
30/11/2006,67.55319149,57.44962403,68.08510638,58.67440765,56.98924731,68.42105263,59.6752877,48.94736842,50.9821263,83.5106383,55.31914894,53.78441145,64.89361702,64.89361702,62.0862262,56.11317143
31/10/2006,66.17647059,58.17216837,69.11764706,60.83647767,50.97087379,66.34615385,60.71242439,52.91262136,46.41862243,85.78431373,57.35294118,54.48976283,66.17647059,67.47572816,61.21611826,56.12589114
30/09/2006,63.37209302,57.08926242,62.79069767,57.63632988,48.8372093,67.44186047,62.7640196,47.09302326,52.55582651,81.97674419,55.88235294,54.36904819,60.46511628,72.6744186,60.47879617,56.88289732
31/08/2006,61.57894737,61.20618705,63.15789474,62.05718877,49.46808511,69.14893617,65.2978146,53.15789474,49.64823183,84.21052632,54.73684211,53.92853193,62.23404255,67.89473684,59.09294513,58.42759084
31/07/2006,59.79381443,64.71556618,61.34020619,63.77570012,52.10526316,60.82474227,63.05372127,49.48453608,51.4875902,85.78947368,53.60824742,54.63282256,58.94736842,72.39583333,57.21649485,59.53308006
30/06/2006,57.95454545,59.99952545,59.65909091,62.9470071,52.27272727,57.38636364,62.76867838,46.59090909,51.86038812,77.27272727,53.97727273,54.31097311,57.38636364,69.31818182,56.47727273,58.37731443
31/05/2006,57.52688172,59.18890961,60.75268817,63.2732188,46.73913043,53.76344086,56.49027621,51.61290323,49.43943536,68.8172043,50.53763441,50.79309831,54.83870968,69.89247312,54.19354839,55.83698766
30/04/2006,50.625,55.7206237,53.75,58.82377749,40.50632911,58.2278481,60.73307996,52.5,48.24651299,66.875,45.625,48.73313137,54.375,68.125,51.14556962,54.4514251
31/03/2006,52.80898876,54.45406127,52.80898876,54.59227627,43.75,56.17977528,56.63672889,52.80898876,47.71224248,64.04494382,46.62921348,46.77154413,53.97727273,68.3908046,51.12359551,52.03337061
28/02/2006,47.25274725,49.01738839,47.8021978,51.59682345,41.66666667,53.84615385,57.85801217,50,49.90598653,60.98901099,45.05494505,45.54222152,48.9010989,71.42857143,48.79120879,50.78408641
31/01/2006,39.63414634,50.09112212,45.12195122,52.19956926,41.97530864,39.75903614,45.17241784,48.7804878,50.87790131,62.65060241,44.51219512,47.25280306,45.0617284,69.87951807,44.0493682,49.11876272
31/12/2005,60.21505376,56.43723572,58.69565217,54.7045876,46.73913043,55.97826087,53.79756586,45.69892473,50.83695865,60.75268817,50.53763441,48.92461767,56.4516129,67.39130435,55.9455353,52.9401931
30/11/2005,62.88659794,53.13761995,62.88659794,53.73735628,47.91666667,63.40206186,55.40543165,49.48453608,50.56896023,68.55670103,48.96907216,47.44521521,57.8125,64.43298969,57.73195876,52.05891667
31/10/2005,62.88659794,55.29099753,59.79381443,53.79618975,46.875,61.34020619,56.40114444,53.09278351,46.41190411,66.66666667,53.09278351,51.05190863,55.67010309,65.97938144,56.80412371,52.59042889
30/09/2005,65.59139785,58.85122185,66.12903226,61.0250991,44.62365591,59.04255319,55.73243892,56.38297872,43.28893556,62.23404255,51.08695652,49.37380689,55.85106383,65.42553191,57.09339222,53.65430046
31/08/2005,59.2920354,58.74330663,58.84955752,58.16793343,47.32142857,54.5045045,51.59856132,47.74774775,54.49722225,60.26785714,50,48.62651283,54.95495495,70.53571429,54.97966994,54.32670729
31/07/2005,60.1010101,65.43928162,58.58585859,61.1622407,41.32653061,55.55555556,57.61979808,52.52525253,48.6272841,67.17171717,47.47474747,48.32669646,53.06122449,73.5,53.83838384,56.23506019
30/06/2005,56.5,58.38608295,58,61.65549254,44.94949495,61.38613861,65.88409825,50,49.04273318,65.84158416,50,50.41656256,60.1010101,69.30693069,55.17722772,57.0769939
31/05/2005,53.5,54.96025933,54.04040404,56.14568301,45.45454545,54.54545455,57.25334759,52.02020202,49.55062628,68.18181818,50,50.03040462,47.95918367,70.5,52.01313131,53.58806417
30/04/2005,49.43820225,54.41641646,54.49438202,59.43051906,42.13483146,53.37078652,55.74832608,49.43181818,51.36625539,67.41573034,46.62921348,49.63657512,47.22222222,66.11111111,50.90015322,54.11961842
31/03/2005,56.97674419,59.34125153,58.13953488,59.95054653,42.94117647,56.39534884,55.80892982,45.34883721,54.72881243,61.49425287,54.65116279,55.18925935,58.72093023,71.51162791,56.1627907,57.00375993
28/02/2005,57.44680851,59.67942635,54.78723404,58.55186098,41.39784946,50.53191489,54.68214574,47.89473684,51.77673172,57.44680851,48.40425532,49.17911098,51.06382979,66.31578947,52.65509518,54.77385515
31/01/2005,43.43434343,54.97632752,45,50.88648429,41.32653061,46.90721649,53.32019407,50,49.36559628,58.5,46,48.97472495,44.3877551,67.5,46.26831199,51.50466542
31/12/2004,58.21917808,54.46166728,63.01369863,58.41462137,54.16666667,59.5890411,57.00950714,42.56756757,54.00786119,49.31506849,48.61111111,46.9987313,54.86111111,61.48648649,57.37309227,54.17847766
30/11/2004,69.19191919,57.9785288,71.21212121,59.90207565,46.93877551,57.65306122,50.22977402,50.50505051,49.25761404,60.60606061,47.97979798,46.00820192,59.69387755,65.65656566,59.10636982,52.67523889
31/10/2004,67.82178218,59.618295,63.86138614,58.71378979,46.5,58.91089109,54.63802545,46.03960396,53.71269847,67.82178218,48.01980198,46.63173979,59.69387755,68.62745098,58.51485149,54.6629097
30/09/2004,67.36842105,60.47033407,67.36842105,62.39206649,46.73913043,59.375,56.49949922,50.51546392,49.16399215,64.94845361,55.31914894,53.20355107,55.26315789,67.5257732,59.78310542,56.3458886
31/08/2004,61.57894737,61.22473889,61.05263158,61.46496129,44.14893617,60.52631579,58.04722038,51.05263158,51.06079805,47.34042553,53.15789474,51.43002857,57.9787234,69.79166667,57.05263158,56.64554944
31/07/2004,54.34782609,59.47442453,55.43478261,58.77641356,41.75824176,53.19148936,55.6200194,51.57894737,49.97696147,46.84210526,48.91304348,49.89687187,50.52631579,68.94736842,52.06163883,54.74893817
30/06/2004,60.58823529,62.31921424,56.54761905,60.55633018,42.77108434,52.35294118,55.34723538,50,49.99895461,59.03614458,49.39759036,50.2405625,54.16666667,70.58823529,53.77727718,55.69245938
31/05/2004,56.74157303,58.27271403,58.52272727,60.49408333,44.18604651,55,57.71033846,53.88888889,47.88982347,66.66666667,54.54545455,54.64646639,56.74157303,71.11111111,54.18417319,55.80268514
30/04/2004,54.21686747,59.66890196,56.70731707,61.6782275,45.67901235,49.4047619,51.77803715,52.38095238,48.29466269,64.28571429,52.40963855,55.52494337,55.48780488,71.42857143,52.07152652,55.38895453
31/03/2004,56.56565657,59.20432982,59.5959596,61.27822338,44.84536082,56.5,55.26905343,50,49.78793442,57.5,47.47474747,48.2945135,53.57142857,64.64646465,54.02727273,54.76681091
29/02/2004,55.67010309,57.67885254,55.72916667,58.68546316,40.52631579,46.96969697,50.4024064,52.02020202,47.02491187,58.7628866,50,50.84133874,48.46938776,63.63636364,51.26975294,52.92659454
31/01/2004,46.03960396,58.42067618,53,58.9349004,40.4040404,47.05882353,53.47972644,49.01960784,50.25639939,50,44.44444444,47.2051229,51.48514851,69.30693069,48.30465282,53.65936506
31/12/2003,57.30337079,53.63933315,59.09090909,54.46924355,45.40229885,55.55555556,52.74931546,49.44444444,46.78356601,37.77777778,49.43820225,47.5252736,54.44444444,62.77777778,54.38871865,51.03334635
30/11/2003,68.08510638,56.63073294,66.66666667,55.48235356,47.82608696,60.63829787,52.82065643,52.12765957,47.59390714,36.55913978,52.12765957,49.37680685,54.30107527,60.10638298,59.07801418,52.38089138
31/10/2003,53.515625,46.94700649,53.93700787,50.07334101,41.6,53.48837209,49.90010209,52.71317829,46.98870477,35.03937008,45.703125,44.66252708,46.06299213,56.0483871,50.78619033,47.71433629
30/09/2003,48.1981982,43.28909853,50,46.2164051,33.02752294,51.35135135,48.90755173,54.5045045,45.14151772,42.41071429,47.72727273,45.57357831,46.3963964,59.82142857,48.55446355,45.82563028
31/08/2003,49.57627119,49.47085773,47.00854701,48.01552325,35.2173913,50.83333333,49.32239601,53.36134454,48.55886957,45.83333333,48.72881356,47.24939678,44.53781513,65,48.55712411,48.52340867
31/07/2003,42.8,47.10744822,45.6,49.87299605,31.96721311,47.2,50.12498682,56.8,45.10625604,40.8,45.6,46.85151335,46.34146341,69.2,44.88,47.8126401
30/06/2003,45.10869565,46.43510126,40.2173913,43.4196075,32.96703297,49.46236559,51.90025049,56.4516129,44.47958996,37.09677419,42.39130435,43.60909261,41.39784946,63.44086022,44.1456288,45.96872836
31/05/2003,44,45.28598182,45.45454545,46.49811259,37.37373737,47.5,49.99043254,55,46.76896011,40.5,44,44.23099797,42.92929293,59.5,45.19090909,46.55489701
30/04/2003,46.35416667,50.91351329,45.26315789,49.19329444,33.15789474,50.51020408,53.0117252,53.06122449,47.30963376,51.02040816,43.22916667,45.5228708,49.48979592,61.73469388,46.45909416,49.1902075
31/03/2003,44.31818182,46.63206329,49.42528736,50.89744728,41.86046512,58.52272727,56.83926001,52.80898876,47.14196047,53.93258427,46.02272727,47.35271571,52.84090909,63.48314607,49.09598699,49.77268935
28/02/2003,50.5,51.95194811,54.08163265,56.25473771,39.58333333,54,57.29587906,49.5049505,49.05062869,57,46.5,47.18120262,50.50505051,72.27722772,51.11533643,52.34687924
31/01/2003,52.35294118,66.36403537,54.11764706,59.37590317,42.35294118,47.05882353,52.95087486,54.11764706,44.76601288,57.64705882,49.41176471,52.1233567,47.64705882,72.94117647,49.76470588,55.1160366
31/12/2002,61.875,57.82784329,63.75,58.45199241,51.92307692,60.625,57.33829103,48.14814815,48.64213425,54.32098765,53.75,51.30353787,62.5,69.75308642,58.37037037,54.71275977
30/11/2002,67.9245283,56.13786449,68.0952381,55.90663071,48.01980198,65.88785047,57.51301304,47.68518519,51.93372056,65.27777778,54.71698113,50.94993771,63.20754717,71.75925926,61.78788256,54.4882333
31/10/2002,65.95744681,57.77240715,65.05376344,60.45955153,50.54347826,60.52631579,56.66029367,47.89473684,51.9878556,81.57894737,52.65957447,51.65268122,65.26315789,67.89473684,59.26047273,55.70655783
30/09/2002,67.5,60.62829478,66.5,61.85410628,50,56.43564356,53.63647107,45.09803922,54.48174316,82.35294118,55,52.47486719,57.84313725,69.11764706,60.06752087,56.61509649
31/08/2002,59.31372549,59.47545363,57.35294118,59.36490775,44.5,54.36893204,53.46764457,49.51923077,52.10786887,71.63461538,50,48.71335835,54.36893204,72.59615385,54.30327359,54.62584663
31/07/2002,49.46808511,55.13564051,50.53191489,56.54915901,42.93478261,50,53.61606913,45.78947368,55.9812124,75.26315789,48.93617021,50.59319867,50.53191489,64.73684211,50.62933931,54.37505594
30/06/2002,55.72916667,57.31890773,55.72916667,60.66995251,41.57894737,53.15789474,55.58448574,46.875,54.50592801,72.91666667,48.95833333,50.83355573,55.26315789,68.22916667,53.33991228,55.78256594
31/05/2002,60.67961165,62.55061258,63.10679612,64.08185499,42.07920792,54.36893204,57.67395692,48.07692308,53.10540149,76.44230769,50,50.74497761,55.82524272,70.19230769,56.01568335,57.63136072
30/04/2002,60.20408163,66.01536374,62.24489796,67.78086524,41.2371134,57.65306122,60.43813933,46.93877551,53.00649496,85.71428571,47.95918367,50.20811822,53.06122449,67.34693878,56.2244898,59.4897963
31/03/2002,54.60526316,57.75090674,51.31578947,52.84897114,45.27027027,46,44.66533001,42.76315789,57.45722049,88.81578947,49.34210526,51.25254845,52,55.92105263,51.7,52.79499537
28/02/2002,55,56.151708,55.55555556,56.86811376,44.94382022,50,52.09015023,46.15384615,52.01171607,91.75824176,48.31460674,48.78875046,51.66666667,63.48314607,52.54326323,53.1820877
31/01/2002,45.65217391,57.64914895,52.1978022,56.88439834,37.91208791,55.43478261,61.64903618,45.10869565,54.01899403,94.56521739,46.73913043,48.91129523,53.80434783,53.26086957,50.9830387,55.82257455
31/12/2001,62.9,58.7498876,65.9,60.39720109,45.4,55.6,52.67949813,46.1,51.12543814,88.3,50.6,48.02505894,57.2,55.6,57.78,54.19541678
30/11/2001,70.9,58.22385907,70.1,57.37901042,55.3,61,53.63000898,48,51.58707502,89.3,51.5,47.41083652,61.9,61.7,61.1,53.646158
31/10/2001,55.1,48.15502562,58,53.60587711,39.9,55.1,51.56632692,48.6,51.51076171,83.5,47.2,46.2473215,50.9,66.4,53.36,50.21706257
30/09/2001,50.6,45.36065164,54.1,50.4315176,52.4,58.8,55.61095601,48.2,51.04764212,80,47.6,45.35867745,52.3,87.3,52.58,49.56188896
31/08/2001,51.8,52.21360913,50.6,52.7597409,42.5,55.5,54.98424587,51.2,50.63523549,71.3,47,46.20868887,49.4,86.2,50.74,51.36030405
31/07/2001,46.8,52.98511264,47.9,54.63654284,41.3,51.6,55.70605998,54.2,47.85122901,76,43.1,44.76528225,47.4,87.4,47.04,51.18884534
30/06/2001,58.3,60.12076929,57.8,63.13355015,38.9,53.8,56.24230706,52.2,49.61635434,78.8,43.9,45.68962668,53.3,88.9,52.32,54.9605215
31/05/2001,57.3,59.04955307,58.5,58.84104034,38.6,51.6,55.32184131,49,51.92802832,70.3,45.3,46.38308428,46.8,88,52.74,54.30470947
30/04/2001,47.9,52.40190136,53.4,58.3160889,41.1,47.3,49.26344789,49.3,50.34174337,80.7,44.6,46.51209554,46.7,87.7,48.78,51.36705541
31/03/2001,55.9,59.48631705,55.3,57.07256171,39.3,53.3,51.96638608,50,50.66898673,81.8,42.1,44.07772294,51.3,87.8,51.32,52.6543949
28/02/2001,54.8,55.59453941,54.9,55.80211301,38.1,54,55.45122645,44.4,53.61485864,86.5,45.9,46.25094309,58.7,85.1,53.04,53.34273612
31/01/2001,40.5,50.82860536,46,50.04704053,37.3,48.5,53.15049424,43.8,55.29341751,83.8,38.3,39.8020313,51.5,90.3,45.9,49.82431779
31/12/2000,59.8,55.72167527,56.9,52.04405221,46.9,56,53.30900754,53,43.92315512,81.8,47.7,45.07477903,53.7,87.1,53.48,50.01453383
30/11/2000,66.5,54.2186125,66.5,54.30016612,50,61.7,54.7558,49.4,50.10732671,86.2,48.7,44.48821073,55.8,88,58.8,51.57402321
31/10/2000,68.4,59.59516528,68.4,63.01257314,41.3,62.3,58.49544904,50,50.45565176,87,46.7,45.59802583,59.9,87,59.16,55.43137301
30/09/2000,66.4,59.65418776,62.1,58.05302042,43.9,58,54.46575482,55.1,43.73013691,83.3,49.3,47.09091748,52.9,76,56.14,52.59880348
31/08/2000,50,50.78244444,53.3,55.88197988,32.4,63.8,63.54296841,51.3,50.68920635,75,40.7,40.32520775,54.6,81,51.3,52.24436137
31/07/2000,46.2,52.85775691,45.4,52.24245447,29.3,43,46.50764556,50,51.87334831,82.1,37.7,39.30026099,46.2,78,44.46,48.55629325
30/06/2000,47.8,49.49143702,47.8,52.15126109,32.1,50,52.19983709,50.7,51.1762341,88.4,42,43.69022223,47.8,76,47.38,49.74179831
31/05/2000,50,51.39439509,50,49.99273408,28.7,48.1,51.75539163,42.5,58.14961405,79.8,40.4,41.54125125,39.4,75,49.2,50.56667722
30/04/2000,48,52.36340583,46.8,51.13278372,37.2,66,68.41019649,47,52.5243913,80,46,47.86747278,51,88,51.96,54.45965002
31/03/2000,50,53.46613937,51.9,53.58373536,38,47.3,46.3325768,51.8,49.08138979,75.5,40,41.98555159,54.5,84,47.48,48.88987858
29/02/2000,60.6,61.21877418,64.3,65.22635602,46.8,61.5,62.69934704,48.1,49.5683235,72.6,43.1,43.39691391,56.7,88,56.28,56.42194293
31/01/2000,50,62.55930242,54.5,59.51205824,50,60.3,65.73775694,49.2,49.83927101,66.9,44,45.57107539,59.3,93,51.92,56.6438928
31/12/1999,61.2,57.00146231,64.3,58.8145517,54.1,60.2,57.46525488,44.9,52.47400071,60.2,44.8,42.27964255,56.1,90,57.12,53.60698243
30/11/1999,76.2,62.03652429,73,59.57576363,55.7,57.4,51.25212463,48.3,51.2904312,59.2,46.7,42.63695871,56.6,83,61,53.35836049
31/10/1999,74.6,64.71883614,65.4,60.16249343,53.1,52.3,49.13100842,50,50.54564596,67.9,41.7,40.62901603,55.2,83,56.8,53.0374
30/09/1999,62.2,56.02108227,62.2,58.03598922,47.7,53.3,49.79317615,46.7,52.21287112,64.4,40.9,39.1038952,61.1,89,54.38,51.03340279
